Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,dataset/_target_,dataset/autoregressive,dataset/drop_first,dataset/max_number,dataset/max_seq_length,dataset/min_seq_length,dataset/name,dataset/outcome_list,dataset/path,dataset/projection_horizon,dataset/seed,dataset/split/test,dataset/split/val,dataset/static_list,dataset/treatment_list,dataset/treatment_mode,dataset/val_batch_size,exp/alpha,exp/alpha_rate,exp/balancing,exp/bce_weight,exp/beta,exp/gpus,exp/logging,exp/max_epochs,exp/mlflow_uri,exp/percentage_rmse,exp/seed,exp/unscale_rmse,exp/update_alpha,exp/weights_ema,model/COSO/_target_,model/COSO/batch_size,model/COSO/br_size,model/COSO/dropout_rate,model/COSO/fc_hidden_units,model/COSO/hparams_grid,model/COSO/num_layer,model/COSO/optimizer/learning_rate,model/COSO/optimizer/lr_scheduler,model/COSO/optimizer/optimizer_cls,model/COSO/optimizer/weight_decay,model/COSO/resources_per_trial,model/COSO/s_alpha,model/COSO/seq_hidden_units,model/COSO/tune_hparams,model/COSO/tune_range,model/decoder/_target_,model/decoder/batch_size,model/decoder/br_size,model/decoder/dropout_rate,model/decoder/fc_hidden_units,model/decoder/hparams_grid,model/decoder/num_layer,model/decoder/optimizer/learning_rate,model/decoder/optimizer/lr_scheduler,model/decoder/optimizer/optimizer_cls,model/decoder/optimizer/weight_decay,model/decoder/resources_per_trial,model/decoder/s_alpha,model/decoder/seq_hidden_units,model/decoder/tune_hparams,model/decoder/tune_range,model/dim_abstract_confounders,model/dim_cosovitals,model/dim_outcomes,model/dim_s,model/dim_static_features,model/dim_treatments,model/dim_vitals,model/encoder/_target_,model/encoder/batch_size,model/encoder/br_size,model/encoder/dropout_rate,model/encoder/fc_hidden_units,model/encoder/hparams_grid,model/encoder/num_layer,model/encoder/optimizer/learning_rate,model/encoder/optimizer/lr_scheduler,model/encoder/optimizer/optimizer_cls,model/encoder/optimizer/weight_decay,model/encoder/resources_per_trial,model/encoder/s_alpha,model/encoder/seq_hidden_units,model/encoder/tune_hparams,model/encoder/tune_range,model/name,model/train_decoder,COSO_train_loss,decoder_alpha,decoder_test_rmse_2-step,decoder_test_rmse_3-step,decoder_test_rmse_4-step,decoder_test_rmse_5-step,decoder_test_rmse_6-step,decoder_train_bce_loss,decoder_train_loss,decoder_train_mse_loss,decoder_val_bce_loss,decoder_val_loss,decoder_val_mse_loss,decoder_val_rmse_all,decoder_val_rmse_orig,encoder_alpha,encoder_test_rmse_all,encoder_test_rmse_orig,encoder_train_bce_loss,encoder_train_loss,encoder_train_mse_loss,encoder_val_bce_loss,encoder_val_loss,encoder_val_mse_loss,encoder_val_rmse_all,encoder_val_rmse_orig,epoch
2024-05-21 18:27:47,2.1h,17c3333ea084406199b2d39b50db1b29,overjoyed-moose-584,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,100000,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,100000,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.5702499151229858,0.9999020099639893,8.887834392465962,9.502684204513562,9.850254973050234,10.131616710855509,10.365373748512358,0,0.37611067295074463,0.37611067295074463,0,0.3669794201850891,0.3669794201850891,8.68997236904382,8.689972369043808,0.9999045729637146,4.716557112163866,4.696636343457211,0,0.0969405472278595,0.0969405472278595,0,0.0983787253499031,0.0983787253499031,4.499000953029592,4.4929814107579515,199
2024-05-21 16:22:23,2.1h,ff6dec7f3947422abf8067419fcc23f4,gaudy-ram-53,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,10000,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,10000,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.5698298811912537,0.9999021291732788,8.791190251253438,9.402516841806204,9.69426377219964,9.949142608173059,10.197029157679527,0,0.3783438205718994,0.3783438205718994,0,0.38317039608955383,0.38317039608955383,8.790163587965447,8.790163587965447,0.9999045729637146,4.49797939558469,4.529043199497285,0,0.09384601563215256,0.09384601563215256,0,0.10866019874811172,0.10866019874811172,4.6757062040855635,4.649733163824962,199
2024-05-21 14:18:24,2.1h,c2e4a9afe45f425aa35c2c9ba6f65e54,mysterious-shad-707,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,1000,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,1000,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.5772157311439514,0.9999021887779236,9.041420509647612,9.65287574431227,9.989470422256968,10.244492803262858,10.47535171405322,0,0.3840983211994171,0.3840983211994171,0,0.3888061046600342,0.3888061046600342,8.7822229142985,8.782222914298497,0.9999045729637146,4.472092644410927,4.467453894307942,0,0.09369446337223053,0.09369446337223053,0,0.10799650847911835,0.10799650847911835,4.629308706269895,4.6136468044558505,199
2024-05-21 12:14:33,2.1h,846a382237b245aea73b33c2748e9025,sneaky-conch-342,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,10,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,10,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.5747237801551819,0.9999021291732788,8.902263359486835,9.573492908832634,9.899684822094148,10.140458997150667,10.30979690258867,0,0.38086673617362976,0.38086673617362976,0,0.35989001393318176,0.35989001393318176,8.544421047653788,8.544421047653788,0.9999045729637146,4.648133076660563,4.668055913359281,0,0.09328640252351761,0.09328640252351761,0,0.10185404121875763,0.10185404121875763,4.545154592844758,4.496402090349461,199
2024-05-21 07:22:33,2.0h,3c2109d50c34434ab5043d959d8c760c,enchanting-stag-173,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,100,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,100,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.5675250887870789,0.9999020099639893,9.124821414925988,9.697651155187126,10.04461607183015,10.29065529832076,10.523898012671141,0,0.37348827719688416,0.37348827719688416,0,0.37703853845596313,0.37703853845596313,8.809691841698132,8.809691841698116,0.9999045729637146,5.019865929750859,4.991645879035769,0,0.09193746745586395,0.09193746745586395,0,0.10987494140863419,0.10987494140863419,4.7517428823838,4.782726681446222,199
2024-05-19 05:06:31,2.2h,4dd6b7f7e9424d71902a79fc150d4a54,flawless-crane-646,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,100000,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,100000,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0.9,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.6467990875244141,0.9999020099639893,8.870895708283614,9.47132710928798,9.797703156284932,10.052687499222133,10.260720593207832,0,0.37592098116874695,0.37592098116874695,0,0.36669448018074036,0.36669448018074036,8.686598042722519,8.686598042722526,0.9999045729637146,4.695761509160646,4.677882376379616,0,0.097116619348526,0.097116619348526,0,0.09640055149793625,0.09640055149793625,4.45354192482055,4.445614325805049,199
2024-05-19 02:54:23,2.2h,80eae7ae9c3041928cdb23135ece8965,able-lamb-208,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,10000,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,10000,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0.9,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.6433852314949036,0.9999021291732788,8.786471493318981,9.401689358163166,9.696497167425079,9.956749888031602,10.210244195769008,0,0.37829846143722534,0.37829846143722534,0,0.38438719511032104,0.38438719511032104,8.804109869171672,8.804109869171668,0.9999045729637146,4.483548859455885,4.515600730815003,0,0.09563223272562027,0.09563223272562027,0,0.10914435982704163,0.10914435982704163,4.686713398711379,4.663927398493702,199
2024-05-19 00:42:40,2.2h,9d5e73fedad6471297a71e1219f58ac7,likeable-slug-635,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,1000,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,1000,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0.9,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.6592310070991516,0.9999021887779236,9.044599061656713,9.648709586261504,9.979082489991459,10.23362307901333,10.463160750101036,0,0.3841407895088196,0.3841407895088196,0,0.3893040716648102,0.3893040716648102,8.787844976836748,8.787844976836757,0.9999045729637146,4.501646155665241,4.505398699864985,0,0.09422392398118973,0.09422392398118973,0,0.10747552663087845,0.10747552663087845,4.618346943427914,4.606658877058542,199
2024-05-18 22:30:03,2.2h,8a1b2926e51b48e68a3e8338fdebe791,bedecked-asp-781,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,100,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,100,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0.9,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.6428243517875671,0.9999020099639893,9.120775050481113,9.696244788448563,10.05034760233942,10.303587935596822,10.541802489169617,0,0.37297341227531433,0.37297341227531433,0,0.37697044014930725,0.37697044014930725,8.808896171857683,8.808896171857693,0.9999045729637146,4.89670356522481,4.861029642251876,0,0.09202630817890167,0.09202630817890167,0,0.10662583261728287,0.10662583261728287,4.682020407485001,4.7102401203158015,199
2024-05-18 20:17:27,2.2h,6b150e2fd39942b98a71c081b957c8ff,receptive-rook-771,LOCAL,runnables/train_coso.py,chengd_local,FINISHED,src.data.MIMIC3RealDatasetCollection,True,False,5000,60,30,mimic3_real,['diastolic blood pressure'],data/processed/all_hourly_data.h5,5,10,0.15,0.15,"['gender', 'ethnicity', 'age']",['vaso'],multiclass,512,1.0,exp,grad_reverse,False,0.99,[0],True,200,http://127.0.0.1:5000,False,10,True,True,False,src.models.coso.COSO,32,72,0.4,36,None,1,0.0001,False,adam,0.0,None,0.9,128,False,1,src.models.coso.CRNDecoder,256,94,0.2,188,None,1,0.0001,False,adam,0.0,None,None,72,False,30,25,24,1,1,44,1,25,src.models.coso.CRNEncoder,256,72,0.1,36,None,1,0.001,False,adam,0.0,None,None,144,False,50,COSO,True,-0.6508962512016296,0.9999021291732788,8.898467503495764,9.56214562860874,9.898821589628563,10.149954353922034,10.338214224623242,0,0.3809628188610077,0.3809628188610077,0,0.3603212237358093,0.3603212237358093,8.549538063316616,8.549538063316621,0.9999045729637146,4.591737034516536,4.604113003072411,0,0.09445243328809738,0.09445243328809738,0,0.1009400263428688,0.1009400263428688,4.52468784746753,4.477520585909805,199
